id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
24384707,Brookman Town Homes - 3 bedroom house Dublin 4,54082092,Naomi,,Dublin City,53.32027,-6.23759,Entire home/apt,258,5,58,2025-02-23,0.70,14,0,16,
24409825,Safe and comfortable single room with OWN bathroom,132033737,Patricia,,Dublin City,53.35856,-6.24008,Private room,75,2,175,2025-01-17,2.15,1,34,27,
24436173,My home is in a housing estate.,137388403,Christina,,Dublin City,53.38824,-6.23212,Private room,110,2,210,2024-10-13,2.51,1,11,21,
24438440,Two-bedroom apartment with 4 Single beds,184560099,Griffith Halls,,Dublin City,53.33107,-6.2784,Entire home/apt,439,1,12,2024-08-28,0.15,6,0,2,
24442994,4 Bedroom 4 Bathroom Apts E,49352581,Tom,,Dublin City,53.38204,-6.24039,Entire home/apt,279,3,29,2024-08-25,0.35,16,0,6,
24474346,Temple Bar Bridge House 3,69683252,Daniel And G,,Dublin City,53.34564,-6.26209,Entire home/apt,183,4,147,2025-02-05,1.77,101,127,31,
24568270,(4) New Studio Apartment. Fab Location ! Rathmines,151128160,Kevin,,Dublin City,53.32881,-6.26416,Entire home/apt,120,14,68,2025-02-21,0.82,13,117,8,
24569869,Gem in the heart of Ranelagh,17706552,Clive,,Dublin City,53.32249,-6.25568,Entire home/apt,122,2,253,2025-02-09,3.04,1,0,41,
24577964,(1) Rathmines Great Location! 2 Bedroom Apartment,151128160,Kevin,,Dublin City,53.32881,-6.26416,Entire home/apt,180,14,53,2024-11-30,0.64,13,116,1,
24625249,"Double bed, en-suite,  breakfast room available.",203520689,Patrick,,Dn Laoghaire-Rathdown,53.26619,-6.1668,Private room,60,1,102,2025-01-01,1.22,4,265,22,
24628031,Charming spacious Apt - River View-free parking,4383542,Yves,,Dublin City,53.36299,-6.26949,Entire home/apt,,2,151,2025-02-09,1.83,2,0,32,
24667376,Croke Park Studio Flat.,143010033,Tracy,,Dublin City,53.35876,-6.24894,Entire home/apt,98,1,60,2025-03-02,8.26,1,178,60,
26525079,Stunning 1930s redbrick in the heart of Dublin,165464757,Deirdre,,Dn Laoghaire-Rathdown,53.31183,-6.24224,Entire home/apt,,5,4,2024-08-07,0.05,1,0,1,
26582493,"Dean street, Dublin 8, single room available.",97824159,Brendan,,Dublin City,53.34011,-6.27393,Private room,52,4,80,2024-09-26,0.99,2,7,5,
26616726,Super apartment Dublin city,13039594,Orla,,Dublin City,53.33862,-6.30436,Entire home/apt,143,5,59,2024-11-21,0.73,1,311,13,
26632960,City Modern Private En-suite Double Room,73348133,Jamie,,Dublin City,53.35246,-6.2423,Private room,74,3,366,2025-02-21,4.52,4,162,57,
26633644,"Bright, Coastal, Detached with terrace & garden",17867752,Lynsey,,Fingal,53.38977,-6.12588,Entire home/apt,,14,2,2023-08-09,0.05,1,0,0,
26634024,City Modern Family Room,73348133,Jamie,,Dublin City,53.35224,-6.2418,Private room,75,3,353,2025-02-20,4.36,4,144,67,
26638623,Central 1-BED APT Fast Reliable WIFI*work remotely,31284582,Paul,,Dublin City,53.35715,-6.25951,Entire home/apt,156,14,108,2025-01-18,1.34,80,130,24,
26701554,Two-bedroom apartment King sized bed & 2 Singles,184560099,Griffith Halls,,Dublin City,53.3315,-6.27962,Entire home/apt,274,1,9,2020-12-14,0.11,6,46,0,
26703993,Single room in quiet neighbourhood,31668229,Tom,,South Dublin,53.30835,-6.31343,Private room,100,1,0,,,1,90,0,
26744402,Private Single Bedroom,196339846,Abigail,,South Dublin,53.32113,-6.4214,Private room,,3,51,2024-07-05,0.63,3,1,3,
26744966,Private  Bedroom For One,196339846,Abigail,,South Dublin,53.32114,-6.42112,Private room,,3,15,2024-09-20,0.21,3,0,3,
26747369,Designer 3-bed home sleeps 6 Dublin,2509234,Olivia,,Dublin City,53.37897,-6.26798,Entire home/apt,600,2,49,2024-08-26,0.61,1,302,4,
26766318,Clontarf Seafront Luxury - Victorian Period House,72563949,Peter,,Dublin City,53.36089,-6.21342,Entire home/apt,381,5,78,2023-08-18,0.98,1,2,0,
26779483,Whitestown House  ‘The Cookhouse’,11703138,Kelly,,Fingal,53.59993,-6.24383,Entire home/apt,81,3,68,2024-11-08,0.86,1,149,13,
26806449,"Double Bed in Modern Flat, close to City Center",201572187,Didi,,Dublin City,53.35162,-6.29528,Private room,,5,70,2024-11-24,0.87,1,0,25,
26862098,"Beautiful, spacious apartment near Dublin Airport",39641908,Siobhan,,Fingal,53.48927,-6.29616,Entire home/apt,135,3,76,2024-09-28,0.94,1,0,24,
26872665,"(5)  Fabulous Location, Rathmines ! 2 Bedroom Apt.",151128160,Kevin,,Dublin City,53.32821,-6.26345,Entire home/apt,190,14,35,2024-11-02,0.44,13,166,1,
26970787,*Ensuite Bedroom* King Size Bed.SkyCableTV/Fridge,23280624,Jocelyn,,South Dublin,53.34436,-6.41774,Private room,57,1,114,2025-02-09,4.68,1,266,28,
26987897,Lucan Home With Outdoor space,203044918,Joe & Veronica,,South Dublin,53.34921,-6.45536,Private room,37,7,60,2024-10-10,0.75,1,98,11,
27016613,IFSC City Centre Harbourside Suite w/ensuite,203264721,Ty,,Dublin City,53.35021,-6.24863,Private room,50,14,28,2025-01-30,0.35,1,54,9,
27043118,Artane / Beaumont,202945512,Noeleen,,Dublin City,53.38225,-6.22213,Private room,70,2,9,2021-10-01,0.11,2,173,0,
27052436,Dublin welcome you,203545798,Karen,,Fingal,53.37802,-6.39483,Private room,45,1,481,2025-02-19,5.98,2,54,103,
27094200,Quiet oasis close to city centre,13705953,Aodhagan,,Dublin City,53.36861,-6.23441,Entire home/apt,400,7,0,,,1,270,0,
27123796,Spacious private en-suite room,203545798,Karen,,Fingal,53.37765,-6.39456,Private room,47,1,426,2025-02-28,5.30,2,33,119,
27304177,The 'Lodge' at Bodenlodge,175650029,Shay,,Fingal,53.43703,-6.16608,Entire home/apt,159,2,140,2025-01-18,1.75,1,224,12,
27324158,The Chancery,54733571,Hugo,,Dublin City,53.34788,-6.27011,Entire home/apt,285,1,50,2024-09-11,1.66,1,107,33,
27324893,Beautiful bedroom with private bathroom in Dalkey,31719209,Kate,,Dn Laoghaire-Rathdown,53.27392,-6.10852,Private room,138,1,8,2023-09-29,0.32,1,90,0,
27350635,Stone Haven,42821372,Christopher,,Fingal,53.51850489091593,-6.102611236274242,Private room,72,7,5,2024-08-25,0.59,2,269,5,
27354320,Cosy Central Studio off OConnell  FAST  WIFI,31284582,Paul,,Dublin City,53.35624,-6.26048,Entire home/apt,178,14,90,2025-01-18,1.13,80,155,22,
27356486,❤️️Gorgeous Double  Room ( 2 min. Temple Bar )❤️️,111336888,Kaya,,Dublin City,53.34665,-6.26304,Private room,196,1,20,2019-12-09,0.26,3,5,0,
27412797,High SpecTwin Bed En Suite in Monkstown Co. Dublin,169042394,Sean And Mary,,Dn Laoghaire-Rathdown,53.295284,-6.153757,Private room,125,3,220,2025-02-19,2.76,1,123,31,
25717914,Two Bedroom House in Glasthule,145478080,Caroline,,Dn Laoghaire-Rathdown,53.2862646,-6.126481,Entire home/apt,189,1,6,2024-08-24,0.57,1,32,6,
25766986,Apartment 86 Room 1 Shanowen Square,160402201,Lorna,,Dublin City,53.38859,-6.25769,Private room,,4,7,2024-06-18,0.10,32,0,1,
25767765,Apartment 86 Room 2 Shanowen Square,160402201,Lorna,,Dublin City,53.38913,-6.25592,Private room,,4,4,2023-06-25,0.06,32,0,0,
25768122,Apartment 86 Room 3 Shanowen Square,160402201,Lorna,,Dublin City,53.39033,-6.24677,Private room,,3,17,2024-06-29,0.21,32,0,3,
25768364,Apartment 86 Room 4 Shanowen Square,160402201,Lorna,,Dublin City,53.38869,-6.24815,Private room,,4,13,2024-06-23,0.16,32,0,1,
25775630,Airport Beachside Sanctuary,19377734,Isobel,,Fingal,53.51981,-6.10336,Private room,73,1,114,2024-09-20,2.06,4,318,23,
25796263,Spacious family home near city centre and DART,110177280,Joanne,,Dn Laoghaire-Rathdown,53.30797996718677,-6.204719915986061,Entire home/apt,342,3,10,2024-09-03,0.51,1,117,7,
25807779,Apartment 29 Room 4 Shanowen Square,160402201,Lorna,,Dublin City,53.38414,-6.25684,Private room,35,3,4,2024-06-23,0.05,32,81,2,
25854903,Apartment 3 Room 1 Shanowen Square,160402201,Lorna,,Dublin City,53.38365,-6.256,Private room,34,4,7,2023-08-20,0.10,32,84,0,
25855149,Apartment 3 Room 2 Shanowen Square,160402201,Lorna,,Dublin City,53.38483,-6.2555,Private room,47,4,13,2023-08-17,0.16,32,6,0,
25855655,Apartment 3 Room 3 Shanowen Square,160402201,Lorna,,Dublin City,53.38742,-6.25603,Private room,34,4,2,2023-08-21,0.10,32,84,0,
25857881,Stunning centrally located 2 bed apartment,87420294,Ian,,Dublin City,53.33563614302813,-6.263932849611758,Entire home/apt,,4,27,2024-09-09,0.33,1,0,8,
25860196,Stylish Red Brick Townhouse in Dublin,194292502,John & Janis,,Dublin City,53.35904,-6.27584,Entire home/apt,165,4,83,2024-12-31,1.01,1,50,15,
25881470,"Luxurious Period Home–Beach, City & AVIVA",10761209,Mo,,Dublin City,53.333455797784865,-6.217803551318854,Entire home/apt,336,2,32,2024-09-23,0.39,1,17,5,
25889914,Real Irish Row House next to Phoenix Park ☆☆☆☆☆,194540146,Delaney Family,,Dublin City,53.34931,-6.34536,Entire home/apt,183,2,73,2025-01-02,0.89,1,161,14,
25915690,(RDS) Private Studio Near the City & Transport,6518465,Peter,,Dublin City,53.32812,-6.21944,Entire home/apt,125,1,535,2025-02-23,6.53,2,140,67,
25941705,Double Room near Airport,147650006,Nuala,,Dublin City,53.39148,-6.29135,Private room,67,3,54,2024-09-25,0.69,3,259,11,
26017343,Apartment 85 Room 1 Shanowen Square,160402201,Lorna,,Dublin City,53.38829,-6.25676,Private room,,4,11,2024-08-29,0.14,32,0,1,
26018129,Apartment 85 Room 2 Shanowen Square (Twin Room),160402201,Lorna,,Dublin City,53.39003,-6.25716,Private room,,4,4,2020-09-05,0.06,32,0,0,
26020424,Apartment 85 room 4 Shanowen Square,160402201,Lorna,,Dublin City,53.38844,-6.25585,Private room,,4,7,2020-08-25,0.09,32,0,0,
26063509,Urban Cottage,15465739,Colleen,,Dublin City,53.37115,-6.2593,Entire home/apt,114,14,7,2023-08-11,0.09,1,39,0,
26113548,5 min walk to RDS - Luxurious Apartment,56253791,Audrey,,Dublin City,53.33258,-6.23602,Entire home/apt,400,14,0,,,1,83,0,
26118026,Family home beside Aviva Stadium D4,27637776,Evelyn,,Dublin City,53.33956,-6.22848,Entire home/apt,302,3,37,2025-01-02,0.46,1,64,30,
26127067,"Private ensuite bedroom 
3 km from Airport",148953396,Marjo,,Fingal,53.44227,-6.2268,Private room,,1,46,2020-03-13,0.56,3,0,0,
26131644,Luxurious and Spacious 3 Bedroom Apt.,61363103,Colin,,Dublin City,53.32422,-6.2103,Entire home/apt,279,14,13,2024-08-21,0.16,1,144,1,
26132100,Abbys Den. Double room for one and Single Room,196339846,Abigail,,South Dublin,53.31948,-6.4193,Private room,,1,11,2019-08-12,0.14,3,0,0,
26157649,Log cabin,100755641,Paul,,Dublin City,53.39805,-6.16385,Entire home/apt,67,1,678,2025-03-03,8.30,1,56,109,
26310184,"Charming, Boutique Luxury, Detached with Parking.",120694527,Susan,,South Dublin,53.26474,-6.31653,Entire home/apt,255,3,21,2020-06-14,0.26,1,67,0,
26313842,Modern 1 Bed 1 Bath in Central Dublin Location,70559366,Aine,,Dublin City,53.33732,-6.29694,Entire home/apt,115,14,166,2025-02-18,2.05,2,235,13,
26321266,Tiny but  quaint townhouse and 3 Walls Gallery,10753647,Kathryn,,Dublin City,53.35238265991211,-6.2894110679626465,Private room,83,4,24,2024-11-12,0.30,1,84,12,
26388412,Double room near Dublin Airport Santry M50,137298275,Tony,,Dublin City,53.39857,-6.23599,Private room,55,1,727,2025-03-02,8.93,2,32,134,
26407229,Guesthouse - Large Double Ensuite. Rathlin,43175938,Declan,,Dn Laoghaire-Rathdown,53.25934,-6.20199,Private room,,199,23,2024-11-28,0.29,10,141,5,
26415421,"Grand Canal, 2 bed penthouse. Stunning views",33353654,Niamh,,Dublin City,53.34301,-6.23922,Entire home/apt,178,2,122,2025-02-11,1.51,20,182,9,
26423837,Victorian house with cricket ground views,198685295,Suzanne,,Dublin City,53.32395,-6.26073,Entire home/apt,359,3,14,2024-08-03,0.17,1,21,1,
26496995,Family home close to Dublin City Centre,111630141,Bernard,,Dublin City,53.31839,-6.28919,Entire home/apt,225,7,12,2022-08-14,0.17,2,33,0,
29147405,Spacious ground floor double room,208500063,Amy,,Dn Laoghaire-Rathdown,53.2756,-6.19068,Private room,85,2,90,2024-11-02,1.16,2,85,8,
29230203,Charming 2 bedroom Cottage in Central Location!,37529041,Houst,,Dublin City,53.34172,-6.24665,Entire home/apt,78,14,57,2025-02-14,0.73,1,132,2,
29327769,A quiet and peaceful home,45137694,David,,Dublin City,53.33731,-6.30932,Private room,80,2,7,2024-09-01,0.61,4,0,7,
29407713,Holywell Way Swords,162402361,Ian,,Fingal,53.44363021850586,-6.208499908447266,Entire home/apt,124,14,29,2024-09-30,0.40,77,159,7,
29505216,Coastal gem - 200ms from Dun Laoghaire pier,9803486,Kate,,Dn Laoghaire-Rathdown,53.29255,-6.13307,Entire home/apt,140,21,4,2023-06-21,0.12,2,148,0,
29510237,Penthouse Sleeps 6 Spectacular Views of Dublin Bay,222224957,Catherine,,Dn Laoghaire-Rathdown,53.24559,-6.1451,Entire home/apt,292,4,117,2025-01-05,1.54,1,253,17,
29528468,"Double Room - Tintawn Guesthouse, Lambay.",43175938,Declan,,Dn Laoghaire-Rathdown,53.25931,-6.20203,Private room,,199,29,2025-02-25,0.40,10,161,3,
29564375,Modern 2Brmd 2Bath Apt Grand Canal Square FreePark,45610787,Diego,,Dublin City,53.34353,-6.239,Entire home/apt,268,14,92,2024-10-05,1.19,6,121,6,
29565005,Bright single room RDS/AVIVA/3Arena/ D4. Dublin,4725976,Brenda,,Dublin City,53.33413,-6.21958,Private room,98,2,46,2024-09-28,0.60,5,296,12,
29585616,Glasnevin House with parking for 4/5 people,48615516,Roisin,,Dublin City,53.38837,-6.28328,Entire home/apt,170,2,33,2021-01-17,0.43,2,184,0,
29624550,"Period 4 bedroom house, Steps from the Aviva",13736584,Rachel,,Dublin City,53.33292,-6.22411,Entire home/apt,,7,0,,,1,0,0,
29656751,(B) Fabulous Location ! Rathmines. 2 Bedroom Apt.,151128160,Kevin,,Dublin City,53.32919,-6.2653,Entire home/apt,160,14,41,2024-11-02,0.55,13,0,2,
29674501,Malahide Home.,223333736,Sionedand Killian,,Fingal,53.45158004760742,-6.186768054962158,Entire home/apt,437,3,8,2024-08-18,0.13,1,22,3,
29825940,Room in Raheny,70232550,Rachael,,Dublin City,53.37856845959335,-6.168597333941317,Private room,85,1,33,2025-02-02,2.77,1,42,33,
29929391,1 Spacious bed Apart City Centre,44471479,Marie,,Dublin City,53.35002,-6.27978,Entire home/apt,160,5,93,2024-12-28,1.21,4,0,17,
29953700,Private room in a big house,130198800,Anshul,,Dublin City,53.34991,-6.34734,Private room,,2,16,2024-11-08,0.21,3,0,3,
30148818,The Phoenix House,6785211,Mirko,,Dublin City,53.35863,-6.28937,Entire home/apt,167,30,15,2020-08-23,0.20,1,0,0,
30170582,Modern 3 bed in Templebar,69683252,Daniel And G,,Dublin City,53.34486,-6.26487,Entire home/apt,349,2,310,2025-03-02,4.05,101,130,67,
30175375,Entire Family Home with parking,48615516,Roisin,,Dn Laoghaire-Rathdown,53.29348,-6.24464,Entire home/apt,522,2,19,2024-12-01,0.59,2,347,9,
30290858,"Own Entrance, Sit/Kit/Diner rm, Ensuite & Bed rm.",210180773,Helen And Barry,,Fingal,53.39167,-6.12358,Entire home/apt,150,3,127,2024-10-14,1.67,1,38,24,
30361769,Apartment to let Ballsbridge Dublin 4,16584247,Stephen,,Dublin City,53.32669,-6.23283,Entire home/apt,107,180,0,,,1,364,0,
30401653,Relaxing Self Contained 2 bedroom in Old Dublin,1655133,Judith,,Dublin City,53.34189,-6.28033,Entire home/apt,291,2,148,2025-03-02,2.03,5,0,43,
30456517,Private Room  En-Suite in Dublin - Double Bed,225732511,Gardiner,,Dublin City,53.3577,-6.2598,Hotel room,158,1,22,2024-07-26,0.33,11,130,2,
30456773,"Private Room in Dublin - Double Bed, Shared Toilet",225732511,Gardiner,,Dublin City,53.35773,-6.25987,Hotel room,148,1,16,2023-04-16,0.23,11,131,0,
30456856,Private Room in Dublin - Bunk Bed - Shared Toilet,225732511,Gardiner,,Dublin City,53.3577,-6.2598,Hotel room,129,1,68,2024-12-29,0.96,11,0,7,
30459757,Room in Dublin - 4 Beds Dormitory (Mix),225732511,Gardiner,,Dublin City,53.35779,-6.25981,Shared room,49,1,122,2025-02-24,1.64,11,288,26,
30460618,Room in Dublin - 6 Beds Dormitory (Mix),225732511,Gardiner,,Dublin City,53.3577,-6.2598,Shared room,43,1,100,2025-02-18,1.34,11,270,20,
30460773,"Coastal, detached modern house",228686184,Maureen,,Fingal,53.39521,-6.12361,Entire home/apt,220,30,43,2022-10-13,0.57,1,158,0,
30460917,Room in Dublin - 6 Beds Dormitory (Female Room),225732511,Gardiner,,Dublin City,53.35778,-6.25981,Shared room,43,1,121,2025-02-17,1.65,11,262,19,
30460997,Room in Dublin - 8 Beds Dormitory (Mix),225732511,Gardiner,,Dublin City,53.3577,-6.2598,Shared room,43,1,49,2025-01-28,0.72,11,265,14,
30461330,Room in Dublin - 8 Beds Dormitory En-Suite (Mix),225732511,Gardiner,,Dublin City,53.35775,-6.25981,Shared room,43,1,46,2024-12-26,0.65,11,0,14,
30461814,Room - 12 Beds Dormitory (Mix) - Dublin,225732511,Gardiner,,Dublin City,53.35884,-6.25898,Shared room,43,1,69,2025-02-07,0.92,11,264,8,
30462190,Chapel Room in Dublin - 32 Beds Dormitory (Mix),225732511,Gardiner,,Dublin City,53.35778,-6.2599,Shared room,37,1,611,2025-03-07,8.17,11,285,140,
30462260,Chapel Room in Dublin - 28 Beds Dormitory (Mix),225732511,Gardiner,,Dn Laoghaire-Rathdown,53.26959,-6.21804,Shared room,43,1,595,2024-10-10,7.92,11,282,30,
30577129,"Private Twin Room - The Liberties, City Centre",225735672,Garden,,Dublin City,53.34138,-6.2779,Hotel room,148,1,82,2025-02-23,1.23,5,183,7,
30683793,1BR SUITE APT IN THE HEART OF CITY CENTRE-DUBLIN-2,123745971,Especial,,Dublin City,53.34064,-6.25758,Entire home/apt,,3,5,2023-09-25,0.15,14,0,0,
30702838,"8-Beds Dorm Mixed - The Liberties, City Centre",225735672,Garden,,Dublin City,53.33983,-6.27781,Shared room,59,1,246,2025-03-03,3.42,5,261,71,
30702938,"6-Beds Dorm Mixed - The Liberties, City Centre",225735672,Garden,,Dublin City,53.34161,-6.27562,Shared room,59,1,136,2025-02-27,1.87,5,263,24,
30703041,"6-Beds Dorm Female - The Liberties, City Centre",225735672,Garden,,Dublin City,53.34158,-6.27765,Shared room,59,1,257,2024-12-12,3.43,5,262,41,
30703177,"4-Beds Dorm Mixed - The Liberties, City Centre",225735672,Garden,,Dublin City,53.34146,-6.27765,Shared room,59,1,129,2024-12-03,1.77,5,281,16,
30762290,TRANQUIL 2BR SUITE APT IN THE HEART OF DUBLIN-2!!,123745971,Especial,,Dublin City,53.33956077365309,-6.257088155762923,Entire home/apt,,3,22,2024-08-18,0.65,14,0,2,
30794253,Unbeatable Location Private Modern Townhouse!,2445776,Tamar,,Dublin City,53.34137,-6.27507,Entire home/apt,148,5,28,2025-03-01,0.37,1,17,9,
30807557,ROOF TOP-LUXURY 2BR PENTHOUSE APT IN DUBLIN-2!,123745971,Especial,,Dublin City,53.340551739668484,-6.25753308741413,Entire home/apt,,3,25,2024-07-20,0.34,14,0,4,
30814414,ROOF TOP 3BR-2BA PENTHOUSE-INDOOR SAUNA IN DUBLIN!,123745971,Especial,,Dublin City,53.34116366107047,-6.257032032503885,Entire home/apt,,3,28,2024-06-17,0.39,14,0,4,
30851782,Newly Refurbished 2 Bed Apartment in Temple Bar,230341434,Dan,,Dublin City,53.34339,-6.27003,Entire home/apt,,15,40,2019-11-02,0.53,1,1,0,
30881141,Double Ensuite - Guesthouse,43175938,Declan,,Dn Laoghaire-Rathdown,53.25931,-6.20267,Private room,,199,23,2025-02-20,0.31,10,156,4,
30883157,Private & Spacious Double Room - Phoenix Park,230810235,Antonio Celso,,Dublin City,53.34607,-6.3113,Private room,64,2,215,2025-02-02,2.87,1,58,39,
30962621,Dublin 4 Garden View Room,231308641,Lynda,,Dublin City,53.33033,-6.22246,Private room,87,5,15,2024-06-23,0.20,4,158,4,
30982222,"Double Ensuite, Tintawn Guesthouse - Inisturk",43175938,Declan,,Dn Laoghaire-Rathdown,53.26095,-6.20314,Private room,63,199,20,2024-11-14,0.27,10,155,6,
31112464,King bed & living area. Near Luas. One guest only.,147889065,Evelyn,,South Dublin,53.30071,-6.36329,Private room,52,1,51,2025-02-15,0.69,1,174,9,
31212175,"Bright, Modern Room in East Wall",15239007,Johanni,,Dublin City,53.3538261,-6.2360196,Private room,104,1,36,2025-02-02,2.81,1,212,34,
31214851,Friendly and inviting,223508456,Danielle,,South Dublin,53.34611,-6.41739,Private room,51,2,38,2023-11-27,0.52,1,0,0,
31348720,"Period family home, South Circular Road, Dublin 8",116496789,Geraldine,,Dublin City,53.33259,-6.28351,Entire home/apt,428,7,0,,,1,188,0,
31353666,☆ GIRLS ONLY ☆ comfy single in Blanchardstown ☆,45053876,Arturo,,Fingal,53.39672,-6.3768,Private room,62,1,40,2025-03-01,0.57,2,31,4,
31377279,"Victorian-style Bank House, Dublin",21120061,Frank,,Dublin City,53.34447,-6.27553,Entire home/apt,77,2,84,2025-02-02,1.16,1,88,22,
31403919,Apt 58 Adelaide Square,24141249,Siobhan,,Dublin City,53.33988,-6.26798,Entire home/apt,200,14,191,2024-08-27,2.57,7,2,6,
31458481,Beautiful apartment just 1 minute from Temple Bar,235658407,Vinicius,,Dublin City,53.3455,-6.26039,Entire home/apt,122,3,127,2025-02-20,1.73,1,64,7,
31481523,Sandymount Home,21697839,Avril,,Dublin City,53.33129,-6.21048,Entire home/apt,750,7,8,2024-09-12,0.12,1,77,2,
31490247,THE LOFT - Naul,227475562,Ciara,,Fingal,53.59091,-6.26789,Entire home/apt,130,2,130,2024-12-01,1.75,1,293,25,
31522365,Superb modern home in the heart of Dublin 4/City,24023516,Bernadette,,Dublin City,53.33678,-6.22861,Private room,117,1,124,2025-02-02,1.79,2,150,33,
31529345,Modern Central 2-Bed in Dublin,45610787,Diego,,Dublin City,53.349359637511526,-6.244419962982168,Entire home/apt,172,2,10,2025-02-13,3.09,6,103,10,
31605657,Baggot Rath by Interhome,185902621,Richard - Interhome Group,,Dublin City,53.335396,-6.223712,Entire home/apt,100,1,0,,,7,96,0,
31605666,Heyward Mews by Interhome,185902621,Richard - Interhome Group,,Fingal,53.48562,-6.27078,Entire home/apt,100,1,0,,,7,60,0,
31605673,Baggot Rath by Interhome,185902621,Richard - Interhome Group,,Dublin City,53.3354,-6.22371,Entire home/apt,100,1,0,,,7,97,0,
31605675,Baggot Rath by Interhome,185902621,Richard - Interhome Group,,Dublin City,53.335396,-6.223712,Entire home/apt,100,1,0,,,7,96,0,
31605679,Baggot Rath by Interhome,185902621,Richard - Interhome Group,,Dublin City,53.335396,-6.223712,Entire home/apt,100,1,0,,,7,96,0,
31606023,Heyward Mews by Interhome,185902621,Richard - Interhome Group,,Fingal,53.48559,-6.27078,Entire home/apt,100,1,0,,,7,60,0,
31661855,Fab 3 Beds 2 Bathroom Apartment Grand Canal Dock,110469223,Orla,,Dublin City,53.34127,-6.23773,Entire home/apt,314,2,353,2025-02-23,4.76,2,158,76,
31774070,Apartment 7 Room 3 Shanowen Square,160402201,Lorna,,Dublin City,53.38898,-6.25611,Private room,,4,19,2024-08-23,0.26,32,4,3,
31774348,Apartment 7 Room 2 Shanowen Square,160402201,Lorna,,Dublin City,53.38929,-6.25654,Private room,,4,11,2024-08-19,0.15,32,4,2,
31870600,The Villa,1522559,Deborah,,Dublin City,53.38003,-6.19574,Entire home/apt,79,2,86,2024-08-03,1.18,2,0,6,
31922203,Charming 2 bed period home in excellent location,71655615,Naomi,,Dublin City,53.36595,-6.23203,Entire home/apt,,10,14,2024-07-28,0.19,1,0,1,
32014671,One Bed Apt Terenure Village 15min to City Centre,129263597,Declan,,Dublin City,53.31545,-6.28364,Entire home/apt,135,2,12,2024-12-04,1.41,1,99,12,
32106572,Wonderful  location to explore all of Dublin,29734842,Joseph,,Dublin City,53.39901,-6.15441,Private room,191,1,25,2024-03-18,0.34,1,364,1,
32107713,Delightful 1st Floor apartmnt. in Dublin D6 area.,32325183,John,,Dublin City,53.31609,-6.28262,Entire home/apt,,14,144,2024-09-01,1.95,3,0,6,
32118879,Apartment 7 Room 1 Shanowen Square,160402201,Lorna,,Dublin City,53.38771,-6.25762,Private room,50,4,11,2024-08-20,0.15,32,84,7,
32153355,Landmark apartment in the Heart of Dublin City,241202072,Sarah Jane,,Dublin City,53.33694,-6.26707,Entire home/apt,429,2,58,2024-12-29,0.79,1,108,1,
32164142,Central Location 2 Bedroom 2 Bathroom Fast WIFI,31284582,Paul,,Dublin City,53.33478,-6.27399,Entire home/apt,326,14,116,2025-03-02,1.58,80,12,28,
32164744,Beautiful Cottage Central Location Fast WIFI n TV,31284582,Paul,,Dublin City,53.33963,-6.28001,Entire home/apt,,14,89,2024-05-16,1.21,80,0,3,
32278580,Malahide Exclusive Home near Airport & Beach,60926311,Colette,,Fingal,53.45028,-6.14794,Entire home/apt,697,7,6,2023-08-28,0.09,1,217,0,
32285775,House in an award-winning estate (Courtlands),76621333,Phil,,Dublin City,53.379146575927734,-6.2504401206970215,Entire home/apt,,14,43,2024-12-11,0.58,1,1,17,
32307775,Temple Bar Duplex 3 Bed/2Bath Apt,234243,Johnny,,Dublin City,53.3455,-6.26206,Private room,487,2,74,2025-02-18,1.02,41,79,17,
32462470,Classic Gem in Smithfield Village,243874217,Kathryn,,Dublin City,53.34953,-6.27708,Entire home/apt,200,1,50,2024-02-01,0.68,1,17,0,
32488160,Large Georgian house close to Dublin City Center,240653203,Connie,,Dn Laoghaire-Rathdown,53.29425,-6.18131,Entire home/apt,662,4,6,2024-08-01,0.09,1,76,2,
32498446,Modern City Cottage Ringsend Grand Canal Dublin,244182580,Julia,,Dublin City,53.34286,-6.22758,Entire home/apt,245,1,127,2025-02-09,1.73,3,248,32,
32499291,"Modern 4 Bed House, easy access to Airport, Dublin",142216370,Sukh,,Fingal,53.40265,-6.437,Entire home/apt,245,3,224,2025-01-30,3.07,2,112,29,
32526206,Private Front Bedroom,14325081,Cherry,,Fingal,53.37385,-6.39856,Private room,47,2,159,2025-02-05,2.19,4,78,29,
32533650,Back garden view bedroom,14325081,Cherry,,Fingal,53.37272119708177,-6.398072652518749,Private room,47,2,109,2025-02-09,3.28,4,70,36,
32662614,Cosy & Modern 63,70154490,R Gar And G,,Dublin City,53.31652,-6.27296,Entire home/apt,119,5,50,2024-07-31,0.69,62,49,5,
35157457,"Entire, modern, spacious Family Home - 5 bedroom",12382222,Marie,,Dublin City,53.37662,-6.1827,Entire home/apt,600,7,5,2024-06-09,0.16,1,81,2,
35206674,Dreamy City Center Victorian Home,54339181,Conor,,Dublin City,53.33261,-6.269,Entire home/apt,376,4,55,2024-11-30,1.75,1,116,22,
35210012,Female only* new house Portmarnock train station,158579263,Maria,,Fingal,53.41622,-6.14921,Private room,,1,4,2022-09-12,0.06,2,89,0,
