id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35229089,Traditional 2 Bedroom apt in Donnybrook Dublin,483439255,Rocio,,Dublin City,53.31773,-6.23319,Entire home/apt,132,14,71,2025-01-15,1.02,3,110,17,
35243415,Double bed in luxury apartment in south of Dublin,15306607,Andreas,,Dn Laoghaire-Rathdown,53.28295,-6.19499,Private room,75,1,46,2024-11-03,1.11,2,164,21,
35247934,"Kinsealy Downs, 6 bedrooms, 3 bathrooms, 3 Showers",265368904,Peter,,Fingal,53.445438,-6.200194,Entire home/apt,,2,6,2024-07-16,0.19,1,0,1,
35274738,Dublin Centre-Quiet double-bed & Private bathroom,33204838,Jessica,,Dublin City,53.35021,-6.28435,Private room,,2,186,2025-03-04,2.66,3,3,40,
35372523,Cosy Private Room in Quiet Home,31810133,Kevin,,South Dublin,53.27,-6.33335,Private room,56,1,147,2025-03-05,2.11,1,33,43,
35559705,"City 15 min on dart
Airport 15 min drive",264096300,Sean,,Dublin City,53.37918,-6.19214,Private room,130,2,243,2025-02-03,3.62,1,92,47,
27415878,☘️Great  Location & Comfy Beds(Kitchen-Balcony)☘️,111336888,Kaya,,Dublin City,53.34676,-6.26311,Shared room,198,1,15,2019-12-08,0.22,3,25,0,
27423074,Dublin 7  double room in old Guinness house!,127075757,Bernadette,,Dublin City,53.35241,-6.29652,Entire home/apt,55,2,31,2024-07-07,0.39,1,34,1,
27454327,4 Person Room with 2 En Suites at Temple Bar Inn,205496619,Temple Bar Inn,,Dublin City,53.34572,-6.25978,Private room,,1,107,2025-01-30,1.56,6,235,32,
27459353,Private room with double bed near Dublin Airport,52809917,Natalja,,Fingal,53.4442,-6.20424,Private room,,3,104,2023-10-29,2.86,1,0,0,
27593855,2x bed house beside Phoenix Park,1677567,Emer,,Dublin City,53.36243,-6.31442,Entire home/apt,,3,23,2024-10-27,0.76,1,0,8,
27633422,Delightful seaside house in South Dublin/Sandycove,43119725,Monica,,Dn Laoghaire-Rathdown,53.2896,-6.12509,Entire home/apt,186,14,55,2024-11-11,0.69,1,191,6,
27680053,AIRPORT IS  7 MIN DRIVE/5 MIN WALK SWORDS MAIN ST,83594599,Jacinta,,Fingal,53.45309,-6.22616,Private room,69,1,432,2025-03-04,5.42,2,49,50,
27722493,3 Person Triple Room at Temple Bar Inn,205496619,Temple Bar Inn,,Dublin City,53.34484,-6.26042,Private room,238,1,204,2025-03-02,2.92,6,256,55,
27750603,Cosy Double Room at Temple Bar Inn,205496619,Temple Bar Inn,,Dublin City,53.34526,-6.26079,Private room,172,1,94,2023-02-02,1.26,6,0,0,
27768220,Charming one bed in Rathmines,70154490,R Gar And G,,Dublin City,53.31963,-6.26667,Entire home/apt,111,14,46,2024-12-07,0.58,62,62,5,
27774309,"An Irish Welcome! 
Near Airport, Howth & Malahide.",10890519,Miriam,,Fingal,53.41078,-6.1649,Private room,77,4,11,2024-11-20,0.14,1,52,8,
27777136,Cosy Single Room at Temple Bar Inn,205496619,Temple Bar Inn,,Dublin City,53.34624,-6.25903,Private room,155,1,152,2025-03-01,1.96,6,0,45,
27801868,Bright modern double room in quiet leafy enclave,209929336,Julie,,Dn Laoghaire-Rathdown,53.3001,-6.20333,Private room,100,2,63,2024-11-25,0.80,1,74,20,
27803092,2 Person Twin Room at Temple Bar Inn,205496619,Temple Bar Inn,,Dublin City,53.34506,-6.26049,Private room,188,1,144,2025-03-01,1.82,6,0,17,
27804202,Comfy Double Room at Temple Bar Inn,205496619,Temple Bar Inn,,Dublin City,53.345718,-6.259776,Private room,188,1,632,2025-03-06,8.54,6,326,140,
27819303,1 Bed (F) for Male only |Shared with 3 Males,127935371,Gabriela,,Dublin City,53.35851,-6.2804,Private room,26,5,46,2025-01-18,0.59,10,0,13,
27843003,Dublin Oasis: 2-Bed Gem Near Guinness & Grafton St,22680372,Margaret,,Dublin City,53.338595775805445,-6.282335573505934,Entire home/apt,300,2,73,2025-02-23,2.11,1,15,22,
27848134,"City Centre, Dublin 8 House",34685750,Senija,,Dublin City,53.33686,-6.27904,Private room,135,2,11,2024-08-25,0.14,1,101,2,
27895934,"Home away from home, Raheny Village.",45806135,Kieran,,Dublin City,53.38087,-6.1778,Private room,110,2,39,2024-09-02,0.49,1,280,8,
27922226,Perfectly located in Stoneybatter,29638132,Sinead,,Dublin City,53.35002,-6.28262,Entire home/apt,,2,231,2025-02-02,3.01,1,109,45,
27925209,Camden Row Period Hse (2 double rooms) BnB only,35324357,Susan,,Dublin City,53.33676,-6.26899,Private room,265,2,46,2024-12-31,1.19,2,1,17,
27927643,Penthouse City Sky Garden Apartment,210959008,Sarah,,Dublin City,53.35301,-6.23427,Entire home/apt,252,2,11,2024-09-25,0.20,1,0,1,
27957894,Duplex: Perfect Group Stay for Students & Workers,211172151,Mark,,South Dublin,53.32528,-6.39977,Entire home/apt,158,3,15,2024-11-08,0.19,1,129,13,
27961701,The Bungalow one bedroom with private entrance,211200306,Mary,,South Dublin,53.315997417224764,-6.394540588656027,Entire home/apt,100,5,28,2024-09-13,1.43,2,79,21,
27961848,The Loft 2 bedrooms minimum 2 guests own entrance,211200306,Mary,,South Dublin,53.31694,-6.395476,Entire home/apt,150,3,13,2024-09-02,0.54,2,205,9,
27999687,Cosy 2 bedroom Vintage Cottage at Croke Park,211470337,Laura,,Dublin City,53.35874,-6.24711,Private room,,3,192,2024-12-09,2.42,1,0,47,
28024740,Artane / Beaumont Large bright cosy room,202945512,Noeleen,,Dublin City,53.3819,-6.22297,Private room,170,2,43,2024-05-23,1.06,2,173,3,
28049280,Cosy one bedroom accommodation Phibsborough,193897852,Peter,,Dublin City,53.35546,-6.27908,Private room,,1,174,2024-12-14,2.23,1,0,18,
28075102,Cosy Family Home in Rathfarnham,27800045,Cathy,,South Dublin,53.27403377657345,-6.307336968143633,Entire home/apt,231,2,0,,,1,36,0,
28099891,Single or double room in bright attic.stairs.,10882320,Monica,,Dn Laoghaire-Rathdown,53.28315,-6.11896,Private room,,7,24,2025-02-28,0.34,3,10,8,
28101030,Probably the best room in Dublin :) + free coffee!,56108415,K & A :),,Dublin City,53.36433,-6.29663,Private room,69,3,460,2025-03-02,5.80,3,63,102,
28154812,Room at the top,81525072,Kieran,,Dublin City,53.3514,-6.27495,Private room,50,2,144,2025-02-28,1.82,1,12,29,
28201225,Designer 2Bedroom Apt in Docklands - Dublin 1,522521525,Diego,,Dublin City,53.3483,-6.23137,Entire home/apt,141,2,62,2024-07-05,0.79,2,136,22,
28203665,Great location in city centre with Castle views,35145933,Brendan,,Dublin City,53.34354,-6.26818,Private room,,4,90,2024-10-15,1.43,1,4,13,
28203893,Temple Bar Waterfront 4 people,69683252,Daniel And G,,Dublin City,53.34855,-6.26452,Entire home/apt,222,4,98,2024-10-22,1.24,101,141,18,
28241676,Ranelagh D6 - One Bedroom Apartment,62143102,Conor,,Dublin City,53.32669,-6.25332,Entire home/apt,,6,20,2024-06-14,0.25,1,0,4,
28250086,Charming 4th floor D8 apartment,154299062,Damien,,Dublin City,53.3408,-6.27597,Entire home/apt,97,2,67,2024-12-01,0.87,1,41,9,
28262646,Private double bedroom in Dublin,213465247,Akhi And Khalid,,South Dublin,53.32201,-6.42114,Private room,48,1,41,2024-12-29,0.52,7,69,2,
28272004,Dublin City Delight : central hub to the city,37345570,Kieran,,Dublin City,53.35013,-6.25552,Entire home/apt,281,90,53,2025-02-21,0.68,2,176,11,
28297094,Large 5 Bd Family Home in Dublin w/Parking on site,2711558,Omar,,Dn Laoghaire-Rathdown,53.29966,-6.24928,Entire home/apt,899,2,167,2025-02-02,2.13,3,260,34,
28300651,"2 Long Lane Close, Dublin 8",209978934,Pearl,,Dublin City,53.33527,-6.27288,Private room,45,1,221,2024-11-23,2.80,1,5,39,
28358840,Central Dublin Cozy 1 Bed Apartment,80670345,Dr. Aylish,,Dublin City,53.3336,-6.25928,Entire home/apt,101,2,104,2025-03-01,1.32,1,0,8,
28364928,Purty Hideaway,102770641,Maya,,Dn Laoghaire-Rathdown,53.29443,-6.14723,Entire home/apt,164,2,80,2025-02-24,1.03,2,238,18,
28386954,Friendly Family wants you,70641305,Siobhan,,Fingal,53.36906,-6.3977,Entire home/apt,170,8,1,2018-10-01,0.01,2,353,0,
28400318,"Grand Georgian Residence, with period charm!3 Bed",126495480,Daniel,,Dublin City,53.34355,-6.24273,Entire home/apt,439,14,44,2025-02-21,0.58,10,312,11,
28514364,Luxury George's St House with 4 Ensuites + Rooftop,27472241,Colin,,Dublin City,53.34266,-6.26601,Entire home/apt,545,14,61,2025-03-05,0.79,5,115,19,
28564225,Trendy Stoneybatter - single bedroom with en-suite,101422348,Laura,,Dublin City,53.35111999511719,-6.283915042877197,Private room,74,2,108,2025-02-27,1.37,3,27,35,
28579207,Surely the best room in Dublin :)+ free coffee!!,56108415,K & A :),,Dublin City,53.36455,-6.29723,Private room,69,3,383,2025-03-03,4.86,3,54,90,
28709814,Victorian Red-Brick Home,216565620,Naoise,,Dublin City,53.31424331665039,-6.264586925506592,Entire home/apt,405,7,11,2024-08-30,0.14,1,54,2,
28781212,Home in Dublin 12 with Secure Parking,122720158,Edvania & Martin,,Dublin City,53.31854,-6.29616,Entire home/apt,240,3,37,2024-11-10,0.47,1,182,9,
28782709,Master bedroom in Edwardian home near city-centre,53956960,Kitty,,Dublin City,53.32027,-6.24777,Private room,80,1,163,2025-02-18,2.41,2,45,76,
28804213,Mazebil is part of our Private House,214828241,Ginny,,Fingal,53.45366,-6.22557,Entire home/apt,77,1,591,2025-02-20,7.57,1,166,136,
28808350,Double room in apt close to the airport.,79241499,Kelly-Marie,,Fingal,53.40773,-6.29145,Private room,60,1,97,2025-02-23,2.95,1,4,24,
28957610,"Houseboat,  Grand Canal, Dublin - The Sunny Barger",251996563,Tom,,Dublin City,53.342499403310185,-6.237345529923079,Entire home/apt,450,1,116,2024-08-14,1.51,1,0,8,
29048061,Rural Escape on the edge of Dublin - entire place,49314396,Paul,,Dn Laoghaire-Rathdown,53.25918,-6.21984,Entire home/apt,,4,40,2025-02-10,0.52,1,2,2,
29071067,Basic en-suite room in Dublin South City,30970232,Ruth,,Dublin City,53.31973,-6.27769,Private room,54,2,185,2025-03-07,5.53,1,42,76,
29100557,Newly decorated house near city centre,219318723,Chris,,Dublin City,53.34862,-6.27567,Entire home/apt,337,2,180,2025-03-03,2.34,2,12,32,
29129190,"(6) New Studio Apartment, Fab Location Rathmines",151128160,Kevin,,Dublin City,53.32954,-6.26531,Entire home/apt,120,14,53,2025-02-11,0.69,13,102,3,
32778290,Modern town house in the heart of Skerries.,30588796,Sophie,,Fingal,53.57104,-6.11016,Entire home/apt,,6,12,2024-09-14,0.17,1,2,1,
32782397,Homely and welcoming accommodation in Dundrum.,153424801,Patsy,,Dn Laoghaire-Rathdown,53.28129,-6.23156,Private room,70,2,111,2024-12-07,1.52,2,0,19,
32803356,Perfect family getaway steps from the beach,34837138,Gillian,,Fingal,53.52929,-6.08847,Entire home/apt,,5,100,2024-10-13,1.46,1,0,18,
32838554,"Spacious, Quiet & Warm Apartment beside Croke Pk",192026735,Michael,,Dublin City,53.36253,-6.24343,Entire home/apt,127,3,11,2024-09-04,0.15,2,18,2,
32839694,Private En-suite in warm & quiet apt (room only),192026735,Michael,,Dublin City,53.36382,-6.2433,Private room,54,1,138,2025-02-22,1.89,2,14,56,
32842487,Elegant Dublin City Getaway,21417911,Mary,,Dublin City,53.33228,-6.25819,Entire home/apt,90,14,103,2025-02-02,1.41,4,30,7,
32859054,Spacious & Bright apt in Dublin next 2 Royal Canal,245398481,Bald,,Dublin City,53.36438,-6.27283,Entire home/apt,159,1,569,2025-02-23,7.82,1,227,97,
32859689,Comfortable Georgian house 15 mins to airport,247201340,Mary,,Fingal,53.58468,-6.1935,Private room,,1,0,,,2,177,0,
32882134,Apartment 85 Room 3 Shanowen Square,160402201,Lorna,,Dublin City,53.38895,-6.25774,Private room,,4,4,2019-07-01,0.06,32,0,0,
32916365,GREAT NEIGHBORHOOD*SUPER 2 bed COTTAGE SUIT FAMILY,31284582,Paul,,Dublin City,53.33583,-6.27303,Entire home/apt,,14,76,2024-01-06,1.04,80,0,0,
32958240,(H) New Studio Apt Fab Location Rathmines,151128160,Kevin,,Dublin City,53.32953,-6.26328,Entire home/apt,117,14,60,2025-01-27,0.83,13,141,7,
32974228,Well located 2-bed apartment,75396636,Anita,,Dublin City,53.33868,-6.27285,Entire home/apt,,3,48,2024-12-09,0.69,1,0,10,
32984428,Aircoach & Drumcondra Station in 2 minutes.,46881622,Leo,,Dublin City,53.36414,-6.25745,Entire home/apt,118,2,263,2025-02-23,3.80,2,1,29,
33004145,Charming Apartment in in upmarket Ranelagh!,36790457,Daniel,,Dublin City,53.32557,-6.25571,Entire home/apt,96,14,67,2025-02-14,0.93,8,359,15,
33017556,Large Single Room3 Arena/RDS/IFSC/Aviva.Dublin. D4,4725976,Brenda,,Dublin City,53.33477,-6.21729,Private room,96,2,49,2024-11-12,0.68,5,319,12,
33060188,Beautiful bright 1 bed apart - Walk to city Centre,179537254,Kevin,,Dublin City,53.3542,-6.27029,Entire home/apt,189,3,71,2025-01-31,1.00,1,134,7,
33061332,004 Spacious 3 bed apartment in Dublin city centre,36425743,Martin,,Dublin City,53.35278,-6.24985,Entire home/apt,,3,11,2024-08-31,0.20,18,0,6,
33162291,Room 1,249685261,Dermot,,Dublin City,53.34136,-6.30968,Private room,81,1,432,2025-03-02,6.97,2,98,119,
33188454,Perfect Location near seafront,130227470,Ann,,Dublin City,53.371615490980126,-6.209996417830536,Private room,84,3,77,2024-10-28,1.77,1,18,21,
33388680,(G) Luxurious 1 Bed Rathmines Great Location,151128160,Kevin,,Dublin City,53.32792,-6.2634,Entire home/apt,,14,29,2024-11-04,0.43,13,2,3,
33441207,"Double En-suite Room, Clontarf, Dublin 3.",251326891,Seán,,Dublin City,53.37057,-6.19605,Private room,85,28,39,2024-09-18,0.54,4,256,2,
33442680,Apartment 3 room 4 Shanowen Square,160402201,Lorna,,Dublin City,53.38924,-6.25604,Private room,34,4,4,2023-08-21,0.06,32,84,0,
33465940,Temple bar neighbour bright 1 bed,69683252,Daniel And G,,Dublin City,53.34721,-6.26428,Entire home/apt,170,4,72,2025-02-17,1.01,101,137,23,
33512093,The City Gem,241520246,Paul,,Dublin City,53.3644,-6.30918,Entire home/apt,553,3,123,2025-01-29,1.95,1,69,44,
33526762,Garden Room with the mountains on your doorstep,13767679,Anne Marie,,Dn Laoghaire-Rathdown,53.23701,-6.18233,Private room,58,1,11,2022-04-23,0.15,1,18,0,
33574058,Apartment 60 Room 1 Shanowen Square,160402201,Lorna,,Dublin City,53.38926,-6.25604,Private room,,4,3,2022-06-23,0.04,32,0,0,
33575263,Apartment 60 room 2 Shanowen Square,160402201,Lorna,,Dublin City,53.38851,-6.25566,Private room,,4,7,2021-08-22,0.10,32,0,0,
33576112,Apartment 60 room 4 Shanowen Square,160402201,Lorna,,Dublin City,53.38899,-6.25599,Private room,,2,4,2020-10-21,0.06,32,0,0,
33611917,Lovely 1 Bedroom close to the Canal,61851368,Marta,,Dublin City,53.33073,-6.24888,Private room,100,1,4,2024-09-28,0.12,1,84,3,
33681132,"2 Bedroom Sunny Private Apartment, both Ensuite!",127984226,Jonothan,,Dublin City,53.31398,-6.20738,Entire home/apt,173,1,36,2025-01-03,0.51,18,1,7,
33730253,(C) Luxurious Studio apt Great Location Rathmines,151128160,Kevin,,Dublin City,53.32998,-6.26364,Entire home/apt,120,14,49,2025-01-11,0.71,13,123,3,
33740519,Central 2 Bed - City Home -  Sandymount,77528641,Amy,,Dublin City,53.3384213,-6.2246878,Entire home/apt,810,2,7,2024-08-26,0.59,1,195,7,
33741110,"The Solar House, Clontarf, Double En-suite Room",251326891,Seán,,Dublin City,53.37028,-6.19609,Private room,75,28,19,2024-10-10,0.26,4,200,2,
33746794,Greenhouse 2bed Georgian apartment in the city,20099505,Luca,,Dublin City,53.35684,-6.25796,Entire home/apt,,6,12,2024-03-31,0.17,1,0,2,
33781259,"New, stylish, clean & in the best part of the City",165645641,Rob,,Dublin City,53.33525,-6.24135,Entire home/apt,,2,42,2024-11-18,0.61,1,0,7,
35576859,Big bright family home near the city and the sea,170802120,Louise,,Dn Laoghaire-Rathdown,53.30963,-6.20849,Entire home/apt,,2,10,2024-06-30,0.15,1,0,1,
35608363,RDS and Aviva stadium Neighbour,112062166,Gav And Trisha,,Dublin City,53.33062,-6.22536,Entire home/apt,114,14,49,2024-11-06,0.72,37,39,3,
35673359,RiverView Suite - Templebar Rooms,247178939,Hiphipstay,,Dublin City,53.34703139161763,-6.266916314335093,Private room,193,1,106,2025-02-08,1.53,7,0,20,
35713748,Room to rent in Trendy Stoneybatter,28014381,David,,Dublin City,53.35293,-6.28446,Private room,,28,9,2024-08-31,0.13,1,0,2,
35725592,"Quiet 1 bed in Sandycove,Glasthule near beach",35680310,Brenda,,Dn Laoghaire-Rathdown,53.28452,-6.11897,Entire home/apt,125,2,26,2024-12-27,0.38,1,26,10,
35750907,Double bedroom in relaxed flat near Dublin centre,29181706,Pat,,Dublin City,53.32488,-6.26384,Private room,67,1,202,2025-03-03,2.95,1,109,66,
35786970,Beautiful 2 Bedroom Apartment just a bus to city,94680333,Breege,,Dn Laoghaire-Rathdown,53.28795,-6.14131,Entire home/apt,350,1,0,,,1,178,0,
35819988,Three-bedroom Apt with king sized bed & 2 singles,184560099,Griffith Halls,,Dublin City,53.33121,-6.27788,Entire home/apt,439,1,19,2024-09-02,0.28,6,46,16,
35843848,Detached modern family home,20957516,Vicky,,Dn Laoghaire-Rathdown,53.23739459999999,-6.1254874,Entire home/apt,,3,3,2024-08-24,0.40,1,0,3,
35856841,"Luxury Serviced room,in unique private Residence!1",268990098,Daniel,,Dublin City,53.31737,-6.27334,Private room,65,27,22,2023-04-01,0.32,15,261,0,
35863602,Double Room for 3: Retro Modern House in The City,5580678,Lex,,Dublin City,53.33447,-6.26591,Private room,153,4,4,2024-04-30,0.17,5,18,1,
35865150,Dublin Centre Townhouse With Private Large Garden,269764936,Jamie,,Dublin City,53.33297,-6.25172,Entire home/apt,478,1,79,2025-02-02,1.14,3,185,35,
35868978,Private Double with Bathroom near UCD/RTE/RDS,267820603,Teresa,,Dn Laoghaire-Rathdown,53.30748,-6.2095,Private room,99,2,9,2024-08-25,0.13,3,1,5,
35868984,Private Ensuite single street view UCD/RDS/RTE,267820603,Teresa,,Dn Laoghaire-Rathdown,53.30752,-6.21066,Private room,72,2,97,2024-11-26,1.44,3,257,22,
35877459,Cosy family home located on the edge of Dublin,253080365,Robert,,South Dublin,53.28443,-6.43309,Private room,25,4,28,2024-06-21,1.24,3,34,6,
35900329,Private single ensuite garden view near UCD/RTE,267820603,Teresa,,Dn Laoghaire-Rathdown,53.30922,-6.20911,Private room,82,2,101,2025-02-06,1.49,3,262,21,
35943161,"Large private double room, 5G WI-FI and En-suite.",260842534,Debbie,,South Dublin,53.30044,-6.35346,Entire home/apt,110,3,117,2025-02-15,1.69,1,296,20,
35986074,Stylish own-door solo suite in best urban village,29592363,Clodagh,,Dublin City,53.33149,-6.21296,Entire home/apt,86,2,309,2025-03-03,4.49,1,0,73,
35986747,"Luxury  Serviced Room, in exclusive private home!2",268990098,Daniel,,Dublin City,53.31501,-6.27197,Private room,75,30,9,2023-10-15,0.13,15,180,0,
35987064,Private Ensuite Luxury double bedroom (3),268990098,Daniel,,Dublin City,53.31533,-6.27402,Private room,143,30,22,2024-06-12,0.32,15,311,3,
35987461,Luxury Suite in Private Residence (4),268990098,Daniel,,Dublin City,53.31516,-6.27404,Private room,119,30,23,2024-07-07,0.33,15,278,1,
35988107,"Private Room, in historic ** residence (5)",268990098,Daniel,,Dublin City,53.3156,-6.27216,Private room,57,60,34,2024-08-23,0.49,15,287,2,
36058080,Dublin City - Glasnevin - Entire Home,41147032,James,,Dublin City,53.37272,-6.26787,Entire home/apt,,3,12,2024-08-31,0.35,1,0,2,
36100357,Serene Seaside Retreat,271552223,Julie,,Fingal,53.49927,-6.11597,Entire home/apt,120,1,496,2025-02-16,7.18,1,55,104,
36174418,"Luxury Apartment, 96 Pembroke Road",272065526,Jonathan,,Dublin City,53.332469743588035,-6.237583681941032,Entire home/apt,243,3,14,2025-03-03,1.63,1,0,14,
36218733,Entire apartment in Dublin 4 with 1 double bed,14734651,Ronan,,Dublin City,53.34119,-6.23172,Entire home/apt,86,90,5,2023-08-08,0.07,1,271,0,
36235875,"Comfortable, cosy, convenient home",96710297,Marie,,Dublin City,53.33877,-6.31019,Entire home/apt,,4,35,2024-12-30,0.51,1,3,15,
36236635,3B Family home near Dundrum,2972953,Roland,,Dn Laoghaire-Rathdown,53.27975,-6.22885,Entire home/apt,,7,3,2024-12-30,0.04,1,0,2,
36236698,"Bright, Calm Apt in front of St. Patrick Cathedral",272550453,David,,Dublin City,53.34272,-6.27204,Entire home/apt,119,4,61,2024-04-02,0.88,1,14,4,
36255222,Private room with private bathroom and Garden,43146407,Abhishek,,Dn Laoghaire-Rathdown,53.2733,-6.13666,Private room,85,2,76,2025-01-26,2.27,1,63,22,
36266110,Room in beautiful Killiney,102516121,Billy,,Dn Laoghaire-Rathdown,53.26577,-6.11551,Private room,85,1,31,2024-11-03,0.51,3,365,5,
36266710,Double room with kingsize bed.,54024280,Angela,,Fingal,53.3943947,-6.3709611,Private room,141,1,0,,,1,365,0,
36283070,Georgian Small Double room close to city centre,271540467,Mirko,,Dublin City,53.33165,-6.23883,Private room,212,1,26,2024-04-01,0.42,5,168,1,
36283400,Georgian style Double room close to city centre,271540467,Mirko,,Dublin City,53.33247,-6.23783,Private room,212,1,39,2024-12-22,0.58,5,181,1,
36283456,Georgian style Triple room close to city centre,271540467,Mirko,,Dublin City,53.33176,-6.23843,Private room,242,1,16,2024-06-25,0.37,5,153,2,
36283513,Georgian style Mezzanine room close to city centre,271540467,Mirko,,Dublin City,53.33324,-6.2369,Private room,258,1,4,2022-08-24,0.10,5,50,0,
36337560,(I) Luxurious 1 Bed Rathmines Great Location,151128160,Kevin,,Dublin City,53.3282,-6.26306,Entire home/apt,150,14,18,2024-10-15,0.33,13,125,5,
36342163,Spacious family home with secluded  garden/park.,41098458,John,,Dn Laoghaire-Rathdown,53.28146,-6.21271,Entire home/apt,315,2,19,2024-08-18,0.28,1,70,6,
